place,post_label,person_name,party,image_url
,,Pal Lekaj,AAK,"/Data/Images/PalLekaj_stB4RJ8VXB.JPG"
,,Rados Mihajlović,SL,"/Data/Images/RadosMihajlovic_wJYeEnvJrP.jpg"
,,Ramush Haradinaj,AAK,"/Data/Images/RamushHaradinaj_AHWebExfu9.JPG"
,,Rashit Qalaj,PDK,"/Data/Images/RashitQalaj_Vd8Jk3dewY.JPG"
,,Rrezarta Krasniqi,LDK,"/Data/Images/RrezartaKrasniqi_nmpYG88cF5.JPG"
,,Salih Zyba,LVV,"/Data/Images/SalihZyba_bfhB8kAr5x.JPG" 
,,Samra Ilijaz,NDS,"/Data/Images/SamraIlijaz_YA8AmpDsNe.JPG"
,,Saranda Bogujevci,LVV,"/Data/Images/SarandaBogujevci_GEW6UvWhTr.JPG"
,,Shemsedin Dreshaj,AAK,"/Data/Images/ShemsedinDreshaj_Tydabxw3hc.jpg"
,,Shqipe Isufi,LVV,"/Data/Images/ShqipeIsufi_mcXxnFGbES.JPG"
,,Shqipe Mehmeti Selimi,LVV,"/Data/Images/ShqipeMehmetiSelimi_TUhqSsc54s.JPG"
,,Svetislav Jokić,SL,"/Data/Images/SvetislavJokic_rCYJjCN6fj.jpg" 
,,Time Kadrija,AAK,"/Data/Images/TimeKadrijaj_rnRgcfYTN8.JPG" 
,,Tinka Kurti,LVV,"/Data/Images/TinkaKurti_uBFXgYtgBG.JPG" 
,,Valentina Bunjaku - Rexhepi,LDK,"/Data/Images/ValentinaBunjaku-Rexhepi_zgVKnbhjTj.JPG" 
,,Valon Ramadani,LVV,"/Data/Images/ValonRamadani_xjWbFYAVLq.jpg" 
,,Vendenis Lahu,LVV,"/Data/Images/VendenisLahu_8P4RJznnLC.JPG"
,,Visar Korenica,LVV,"/Data/Images/VisarKorenica_VR36uAB4Mv.JPG"
,,Vlora Dumoshi,LDK,"/Data/Images/VloraDumoshi_CsEuDyNqYf.JPG"
,,Xhavit Haliti,PDK,"/Data/Images/XhavitHaliti_fjNGDLPkvB.JPG" 
,,Yllza Hoti,LVV,"/Data/Images/YllzaHoti_Rz5pEW8LFY.JPG"
,,Zoran Maksimović,SL,"/Data/Images/ZoranMaksimoviq_4P2F6NKrj9.jpg"
